gene	FS	Raw p-value	Corrected p-value
F35508g	-0.22380404297026857	0.5599048591649869	0.8743948543172049
E32096g	-0.7807823826516783	0.06438005347655196	0.39173375448992526
E26987g	0.20658261924844434	0.6923215197878143	0.923096636363252
B06644g	-0.7145117413650267	0.08934917177195123	0.46442646928981135
E22070g	-0.40332244833233943	0.32158619271896416	0.7321664056892181
A09996g	0.008107799697650228	0.9556440324458042	0.9856478451011554
A18915g	0.6559151973491071	0.15634307141148296	0.5381082027293385
C16961g	2.218808321230125	6.645003419736284e-07	6.523732107326097e-05
F28765g	-2.7737089662314616	1.7546708530602473e-10	4.44554350965651e-08
F01696g	0.5051976271047498	0.2824865717255136	0.696073800878622
D18274g	0.5660149956802006	0.22511165204792827	0.6316637782009391
F38344g	-0.6773272556624059	0.10646579613530704	0.5096798622057189
C22481g	0.15251322798870093	0.7850423214858941	0.948792747794726
A06384g	-0.05871408608490051	0.8355631222664628	0.9603807046320675
D15963g	0.14423471514797634	0.7995505241370722	0.9523923710951724
F20330g	-0.04853359262787667	0.8536825288112257	0.9643785634379851
D10674g	0.3783735609792699	0.43165941617822634	0.8160635285458775
A15544g	-0.2494655941006072	0.5213040099743671	0.8634443354412721
D04936g	-0.09190630461194678	0.7771382006809775	0.9474101798863676
E03904g	-0.4982656927177163	0.22739274284664934	0.6340541997222037
A16952g	0.6559151973491071	0.15634307141148296	0.5381082027293385
B18921g	0.35304435041277704	0.466150217019742	0.8373444469469291
C17519g	-0.6024569451719924	0.1487303028891579	0.5381082027293385
F30061g	-1.3869435998704012	0.0012468710056627863	0.025649612092491447
B01030g	-0.3182589525138518	0.4250033210929244	0.810778742740789
B10463g	0.30761585989061807	0.5316732465602501	0.866252947981414
D11272g	-0.07597370100412117	0.8050475101267529	0.9532272229882108
C20314g	-0.2312026186384477	0.5486348538679979	0.8710444428467564
D00577g	-1.198678433558283	0.005113034906160996	0.07409183792064292
D23550g	0.42303073758219906	0.3745920682809567	0.773263953982924
A14127g	0.5555079460219681	0.23437878397284417	0.6431369949551755
E05929g	-0.19454477300467468	0.6055416030975211	0.8896870910554098
C13261g	0.021615519424987146	0.9801312319734931	0.9943541604247899
C10382g	0.35170050947526327	0.4680219027091763	0.8380938918128837
D11034g	0.3199792826791552	0.5133901906495175	0.8601037878330442
F32287g	0.3428556744955687	0.4804441702230673	0.8461277196606123
F18664g	-0.6266843334501082	0.1338416335700532	0.5381082027293385
F39041g	-0.22733389779388066	0.5545139629965737	0.8735553825302047
F22578g	0.6649379664027425	0.15043516494218878	0.5381082027293385
E31194g	-1.5167168268260385	0.0004266321159152042	0.011967030851421478
F24699g	-0.03492448370799689	0.8780236640938842	0.9699418714019947
E09155g	-0.47198700185710596	0.2512389894569367	0.6614921298004629
D10129g	0.014566380910298346	0.9673485431001239	0.9895612647915654
A04848g	1.0918689809242133	0.016003864410084945	0.16387790231656735
E23555g	0.103582758499003	0.8717096629662102	0.9699418714019947
E07571g	-0.9988880605414434	0.019001268600847165	0.18234948863880596
B15482g	0.8360877348403287	0.06767169881297919	0.4001542729101056
E16968g	0.3061567464450261	0.533852555202665	0.8679109850055331
C11589g	-0.5077917802100137	0.2191601448963436	0.6262752833383248
D30097g	-0.317326407948579	0.4262351826185884	0.8119167164153195
D32013g	0.16303901340417715	0.7667036544450256	0.946062159036412
E31050g	-0.09880499821285299	0.7651400573443328	0.946062159036412
F11711g	0.07492615185379031	0.9232642260819316	0.9775915254986625
E20016g	1.0144141604539598	0.025568937527014834	0.22214428687740545
F31432g	0.3063746701993482	0.533526781327089	0.8679109850055331
B16572g	1.6473587408090373	0.00024066122757449016	0.007908591135439522
D16441g	-0.8325430578192469	0.049155391119496294	0.3362948099760661
A03549g	0.42607937627533327	0.3708741545859091	0.7704444684089358
E25549g	2.9977212635722696	1.554789630375808e-11	5.5505989804416345e-09
D06572g	0.6901687458054964	0.13481782780331564	0.5381082027293385
F01659g	-0.014863586767679404	0.9141091020587051	0.9757288512597267
E09190g	-0.5534143274566449	0.18269297116734262	0.5795115490905932
E29930g	0.4615815392216	0.32927846930309657	0.7384788971749059
D10316g	0.6252696903917542	0.17772550511851637	0.5714507931870217
C12220g	-0.2133207517751633	0.5760634028238698	0.878808623670311
E20467g	-0.5262013596447811	0.20386124106131365	0.6080805752769263
E21799g	0.1971936153899635	0.7081393435471963	0.9288927980798882
E24797g	0.6559151973491071	0.15634307141148296	0.5381082027293385
E29221g	-0.3650974122365869	0.36584657498239925	0.7668425406756776
F08225g	0.6559151973491071	0.15634307141148296	0.5381082027293385
E16982g	-0.04988149529095346	0.8512788537413907	0.9638091563045815
C13162g	0.18068218260082322	0.7362604687347817	0.9386782102765641
D17299g	0.06862935306016688	0.9346435360147355	0.9807909840699212
E31075g	-1.477205564215716	0.0005965259006529555	0.014727795799821437
D34061g	-0.03466532414767006	0.87848839137741	0.9699418714019947
A09325g	0.3094550866083132	0.5289326452414778	0.8660358006662872
D03647g	0.14392252548442608	0.8000990310924465	0.9525508246475785
D05474g	-0.37605036021586014	0.35279194616718035	0.7562303343878369
E25587g	-1.7732144298987544	4.0203601798127764e-05	0.0019021631838704548
A08468g	0.31513578399235004	0.5205135671075294	0.8634129618407148
C20953g	-0.09087693004332088	0.77893312339113	0.9474101798863676
D26610g	-0.9291979297942088	0.028740164301703675	0.23987805571262558
F11054g	0.20299901627263525	0.6983435080688075	0.9256862452219553
D17206g	0.530479718256729	0.2575330779198368	0.6707958985678264
C26408g	0.2884433654121879	0.5606636728216761	0.8743948543172049
F03205g	0.7445894293622525	0.10542108450104726	0.5071974807846389
B02430g	-1.0987371394758967	0.010094928315495744	0.11798447468735651
C25336g	-0.03968040848395696	0.8695029211974044	0.9693129559999858
A09789g	0.27571198252530243	0.5803283687175833	0.880352614497274
D33988g	-0.8559257847491233	0.043340550506775655	0.3154742202782354
E04807g	0.012403861412021521	0.9634286262264335	0.9887323180951795
D34907g	-0.509085102903403	0.21805914937158732	0.6252124586407762
E06331g	0.1849972531195705	0.7288753703286819	0.937399914131682
B06704g	-0.515926362103834	0.2123013458840216	0.618936440450299
E13818g	-0.5247082503111733	0.20507231636664913	0.6091317208212074
E38034g	0.5912630311255062	0.2039204755139431	0.6080805752769263
F15367g	-0.10740222890066291	0.7502666542775756	0.9435445590766942
E37118g	-0.10784238696752427	0.7495076102064466	0.943404290655445
B19602g	0.4621460307909403	0.3286424866137255	0.7374737399612001
A18805g	0.50722280335494	0.28042931291366247	0.6950116199507431
B08540g	0.44127903369592436	0.3526814083848596	0.7562303343878369
C30524g	-0.3265920703796023	0.41408820603001384	0.800849241605449
E02046g	1.5717279765644088	0.0004652306885696289	0.0125997304414685
C13856g	-0.1834422822887305	0.6232842119142206	0.8969431157208035
C30632g	0.20846659329833891	0.689163390227317	0.9219913951391996
D28825g	-0.878993265839111	0.03818455909666385	0.28948023855714083
C14787g	0.18004484966773138	0.7373533299513	0.9390823176655109
F13339g	-0.0023140022693996704	0.9367784449614777	0.9812560558452181
