gene	FS	Raw p-value	Corrected p-value
E34621g	0.31773969310193734	0.9354364288155352	0.9994759390237804
C31848g	1.152841906661526	0.4711327179472171	0.9876429138759129
D30506g	-1.227607103285359	0.11771424777292705	0.8528853339562446
A18847g	-1.2907047250960724	0.10416048095605634	0.8382801268058291
A17724g	-1.6496397801585931	0.048888334181673376	0.7068963812452755
C09977g	-0.3969840697938776	0.44302466704057153	0.9842543944473052
E19060g	2.210988925702651	0.08249488219937551	0.7884175211790142
B25187g	1.29595853410101	0.39088142455058994	0.9825402786271196
B16410g	-0.55857279790099	0.3564188573634297	0.9735454807336283
B23237g	0.23117439975453635	0.8696492423026855	0.9977845706571561
B22015g	0.27624859090866316	0.9038211527543385	0.9994759390237804
E14644g	-0.2540444662219642	0.5287712498059602	0.9883316030404597
E10295g	0.2791047214524856	0.9059931582223064	0.9994759390237804
A06672g	1.6758830465632009	0.22143433800984924	0.9220925582356481
C18668g	0.2118362844254301	0.855059011063864	0.9977845706571561
D00352g	-0.8630278219626052	0.22456924012758173	0.9247355641225551
A20441g	-0.11050839635171095	0.6226504439487451	0.9977845706571561
A19595g	-0.6436292634262242	0.3154465419250976	0.9633232385364981
D11486g	1.8333789432209706	0.16946996927900204	0.8856273928145973
E28575g	-1.9544654584587218	0.023686457028386787	0.5747462944120295
C10730g	0.7074780563493256	0.7694329348038469	0.9977845706571561
D07299g	-1.6705168752036659	0.046634476329380226	0.700820263195858
F37714g	-0.5072334866269138	0.38270235559606014	0.9801105974707088
B22549g	1.2710492970636817	0.4042197150302913	0.9825402786271196
B27637g	-0.16244732847964338	0.5878491706373294	0.9977845706571561
F05781g	2.8904751217753515	0.01691026652880001	0.5298859195055109
C06486g	0.10195714024345519	0.77323630924121	0.9977845706571561
F07762g	1.3227138928364741	0.3768563398123793	0.9783706547398531
E02454g	0.36720774184295574	0.97325926929816	0.9994759390237804
D29371g	0.29093003791732963	0.9149932778357751	0.9994759390237804
D19951g	-0.7280164145652456	0.2779813192131081	0.9443125471272498
E01463g	-0.04330492677603406	0.6689522159955459	0.9977845706571561
F02299g	1.760774912051902	0.19216072750720203	0.9047628052238995
B25062g	0.26522150118263926	0.8954422616901144	0.9977845706571561
D10858g	1.0511839255255273	0.5332502399928942	0.9904677661788734
E31529g	0.7661212247246096	0.7267812425994836	0.9977845706571561
E29557g	0.4560033846268574	0.9587539742747841	0.9994759390237804
D25370g	0.14766009505110267	0.8070198731424	0.9977845706571561
D17832g	0.19559515735421398	0.8428433554406789	0.9977845706571561
F19106g	0.847341865854491	0.6691047926720801	0.9977845706571561
E16597g	0.7779026215704906	0.7183089521232683	0.9977845706571561
B23351g	1.4845221076517827	0.2987913194115571	0.9541235075290008
C09260g	-2.018121437494143	0.0201639632447419	0.5564694934682327
F28590g	-0.8059238333491603	0.2461907682522233	0.9298597823343752
E03243g	2.3890599648400257	0.056478282046334094	0.7298804096620566
F06858g	0.3333005654848506	0.9473224831125506	0.9994759390237804
B28659g	0.5640759315930266	0.8764587326174895	0.9977845706571561
A17824g	1.0872772798098145	0.5107312700444389	0.9883316030404597
D23688g	1.3144393403045893	0.38116031714219967	0.9795919930742265
E10339g	-0.52558246424306	0.37317504756278086	0.9763213935903001
A15172g	-0.07958820534269283	0.643782971554673	0.9977845706571561
D29699g	1.1933619205984638	0.4475332635485352	0.9876429138759129
E15144g	-2.327423846658268	0.008787996909437212	0.4545188652108577
C30524g	0.47762920418327887	0.9422225767771942	0.9994759390237804
D22568g	1.179861823042245	0.45532035897900736	0.9876429138759129
B26517g	-0.8056564812298354	0.24629531550173778	0.9298597823343752
B01889g	0.03198186841753037	0.7223528628215037	0.9977845706571561
E37040g	1.4028395640996318	0.33674383195678703	0.9642627767900624
D11115g	-1.0818009818652108	0.15430883056478584	0.8761178153856785
C24231g	1.8057982558689314	0.17784075045308534	0.8913600855510736
B02073g	1.757071870731824	0.19337519291475624	0.9047628052238995
C17820g	0.230526467286324	0.8691596418217123	0.9977845706571561
C15674g	-1.2105101822865458	0.12161551489772338	0.852891391332595
E08853g	1.7320517831497324	0.20172889352949408	0.911178456330136
F31183g	0.6079445423330495	0.8433807457075531	0.9977845706571561
F38263g	2.2595976569693064	0.07457794635225046	0.7760397555326486
F03407g	-2.2429980010980155	0.01111222258060085	0.4545188652108577
A12492g	2.2104827648522156	0.08258077246122286	0.7884175211790142
C14284g	-0.4089719868778229	0.43621346719483045	0.9825402786271196
D24718g	-0.7823634232614984	0.255523688486487	0.9308043129466436
D13707g	1.7261746879003692	0.20372874613016323	0.9114685075277132
A04620g	0.48776110837941894	0.9344855764928987	0.9994759390237804
A02819g	-0.5550087409114092	0.3582058943800267	0.9735454807336283
A20822g	-0.7477133954778769	0.26969156395165894	0.9427136914878944
D08205g	1.256866820133554	0.4119342806545685	0.9825402786271196
E19669g	1.571204864986057	0.26176096199119114	0.9352704547409261
B01552g	1.4344009525299104	0.32172670838426465	0.9633232385364981
D10304g	0.2115894729383998	0.8548731054849097	0.9977845706571561
E31389g	-0.35633423180388313	0.46656804513983785	0.9876429138759129
B10635g	0.08131091190817291	0.7581102487470026	0.9977845706571561
B14325g	0.04927830872880882	0.7348262901141427	0.9977845706571561
B11484g	1.26138969836921	0.40946462527789873	0.9825402786271196
F31432g	0.0824113040759727	0.7589141553403029	0.9977845706571561
F15038g	0.08542339729752639	0.7611160122302638	0.9977845706571561
D16370g	0.8007580939577502	0.7019722195896545	0.9977845706571561
F03205g	2.4928781081645113	0.04475120546702527	0.6891685641921892
D35907g	-0.0389022829680272	0.672032464375873	0.9977845706571561
E35831g	1.4470050643464205	0.31585366763136835	0.9633232385364981
B21423g	0.72594693816739	0.7559179583888229	0.9977845706571561
C11862g	-1.3897882137351307	0.08540999406924488	0.7898485433776129
F04920g	-0.2745331639658776	0.5159825170021108	0.9883316030404597
F36930g	0.9930265437738258	0.5705614357137581	0.9977845706571561
C04201g	2.607972742312631	0.03422006929065424	0.6383953069092599
D32462g	0.36062132783280293	0.9682180196484591	0.9994759390237804
B06028g	0.8300040985091969	0.6812677298137124	0.9977845706571561
F16984g	-0.14797167502776515	0.5974578351023887	0.9977845706571561
E33150g	0.22081570101452558	0.8618279585768545	0.9977845706571561
D09766g	2.1966396496394878	0.08495804073806457	0.7898485433776129
F10987g	-0.27943568990048945	0.5129463974987949	0.9883316030404597
F39891g	-1.9012330609581352	0.0270304679245853	0.595202277766581
E18411g	-0.07307885871390078	0.6482695157032714	0.9977845706571561
C10497g	1.0155923714222312	0.5559373643050736	0.9977845706571561
A20353g	0.08724332848948753	0.7624473315511378	0.9977845706571561
E00389g	0.8213217102413903	0.6873901988139568	0.9977845706571561
F07827g	1.6364767405989813	0.23605877195078528	0.9258986313333843
B26033g	-0.50204205682259	0.38542471435836134	0.9815488521217561
A00204g	-0.061420144333644504	0.6563371615567546	0.9977845706571561
F24469g	0.7748311826318034	0.7205144131322974	0.9977845706571561
F08603g	-0.6854684785404042	0.2964751987033918	0.9523583683502819
F24130g	1.6040046386294797	0.24861319126378867	0.9299285047079311
D07209g	-0.8032278984986756	0.2472464307815898	0.9299285047079311
F04110g	0.5273675982263315	0.9043070447774532	0.9994759390237804
F36760g	0.5982420165997527	0.8506750531431876	0.9977845706571561
B01223g	0.2918310429441703	0.9156794848135136	0.9994759390237804
B17105g	-0.05937525743453239	0.6577563656677159	0.9977845706571561
A12085g	-1.1191663260125846	0.14419556535936262	0.8672995929265263
A17450g	-1.0357671794281167	0.16749855274308267	0.8832337196557024
B22905g	1.8877117093656839	0.15384962714158368	0.8761178153856785
F28686t	0.47948305148052306	0.940806498810532	0.9994759390237804
D03663g	0.6802181319921226	0.7895084629190675	0.9977845706571561
B04032g	0.32725299755127946	0.9427015547699209	0.9994759390237804
E00760g	1.0690541033827625	0.5220384315881359	0.9883316030404597
C13910g	-0.059923658498184006	0.6573756398788051	0.9977845706571561
C31315g	-0.3629960523202917	0.46266275474469387	0.9876429138759129
E31754g	0.42683621789783643	0.9810770094909196	0.9995191380312421
F27099g	-0.4187222810250339	0.4307184085372835	0.9825402786271196
D17970g	0.7944423308725135	0.7064732569892536	0.9977845706571561
B12970g	-0.9905171922136448	0.18127189854454184	0.8941976858310896
A22093g	0.030125191904495068	0.7210182174879503	0.9977845706571561
F25792g	-0.2778551633292236	0.5139241951717073	0.9883316030404597
F14009g	-0.1555747181680376	0.5924021713133287	0.9977845706571561
B01352g	0.9658512021406155	0.5884122864501892	0.9977845706571561
F34127g	-1.4342100418256092	0.0779400329178096	0.7831189803501396
B23515g	-0.8799411926242776	0.21843386161934852	0.9220925582356481
A05091g	0.7461795857321561	0.7411977020557159	0.9977845706571561
D15965g	1.6628944330206423	0.2261811489198965	0.9247355641225551
A11622g	0.8250794334017885	0.6847378589885109	0.9977845706571561
E03973g	0.41147124274101243	0.992843637128101	0.9995191380312421
D22804g	0.042006193998781326	0.7295732166620039	0.9977845706571561
E30311g	0.13359315595642732	0.7965799935803355	0.9977845706571561
B01281g	1.3474617353832288	0.3641637304121409	0.9748814628828252
E21097g	0.8406450140765993	0.673792757433556	0.9977845706571561
F29836g	0.32947285621863776	0.9443975263263237	0.9994759390237804
C05554g	-0.09373339796356876	0.6340782607042741	0.9977845706571561
D19187g	0.9423900152808117	0.6040278249287998	0.9977845706571561
E25955g	-0.81728822774986	0.24177549189207692	0.9273565554367538
C26794g	0.24107818637346792	0.8771390012022507	0.9977845706571561
D15304g	1.033857107795965	0.5442361946370848	0.9941864900057169
E30520g	2.4717980340203254	0.046950107570034594	0.700820263195858
F15108g	0.8371021690275579	0.6762779861002137	0.9977845706571561
E04688g	0.29253084950930935	0.9162125020822031	0.9994759390237804
D09004g	0.20148322431868307	0.8472678192471262	0.9977845706571561
B08817g	1.366866608035448	0.3544006836628967	0.9735454807336283
C03735g	-0.298303556371374	0.5013490066016949	0.9883316030404597
B04212g	0.29581431407740816	0.9187138970354642	0.9994759390237804
A19025g	0.7206138900629494	0.7598130657757094	0.9977845706571561
C30672g	0.9019454451411765	0.6313746888749567	0.9977845706571561
D14805g	-0.22884230948878184	0.5447203714190543	0.9944755455893194
D19980g	0.9585062905777124	0.5932809129415821	0.9977845706571561
D21031g	0.7045584411847022	0.7715759675175445	0.9977845706571561
D14489g	1.3814744172418278	0.34716128419437575	0.967224095800861
D07379g	-0.18567517577596374	0.5725821524923375	0.9977845706571561
D21667g	1.6052846838968904	0.24810962204567222	0.9299285047079311
C10480g	-0.07148662614577272	0.6493689111163461	0.9977845706571561
F39106g	0.2823885985469358	0.9084913209539476	0.9994759390237804
D08031g	0.13169690819175128	0.795175415219852	0.9977845706571561
F17547g	-0.8253519217989688	0.23867658856905538	0.9261625574526255
B11398g	-0.03938807720245871	0.6716923136375217	0.9977845706571561
E03870g	2.1002817262536984	0.10307649001376573	0.836795070765871
F32305g	-0.6198522038972732	0.32657565998903226	0.9640539799439714
F16376g	-1.466706738911024	0.07281950197261022	0.7719616366814261
E18720g	1.130004888180334	0.48473002988875613	0.9876429138759129
B10094g	0.3385907128466732	0.9513661275738198	0.9994759390237804
B03429g	-0.7179843562508847	0.28226945285509775	0.9470757369026833
F11054g	-1.9365393305944492	0.024770104727621645	0.585977116056447
B28053g	0.9576083798417643	0.5938773628905392	0.9977845706571561
C01993g	0.6196772533750458	0.8345781248066548	0.9977845706571561
E17574g	0.9078393062354319	0.6273567549029189	0.9977845706571561
B22793g	-0.7460177747692366	0.2703984461201	0.9432618557253593
C32633g	-1.063657754120295	0.15940980038598074	0.8806787941132075
D28842g	-0.8312899194623434	0.23641258915100138	0.9258986313333843
C30007g	0.8998888249942437	0.6327792933289014	0.9977845706571561
F38296g	2.6951583639862506	0.027724592698965655	0.601516439385846
C05423g	1.828211107469718	0.17101549825631135	0.8867101867714402
C06368g	-0.06856547279691443	0.6513878776511537	0.9977845706571561
E23521g	0.590451180768083	0.8565414574305681	0.9977845706571561
A06434g	0.025955284154045483	0.7180238397843006	0.9977845706571561
E15758g	0.49475850538458027	0.9291457380119793	0.9994759390237804
E27625g	0.39596982674633097	0.9952836778718412	0.9995191380312421
C07028g	2.4444892670638603	0.04993325037829133	0.7088815461414599
